file,field_path,type,presence_rate,null_rate,relation_relevance,simulator_relevance,initial_label,reason
passives.json,root.skill.hits,array:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.id,number:1,0.001362,0.000000,high,low,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.in_date,string:1,0.001362,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
passives.json,root.skill.is_adv,boolean:1,0.001362,0.000000,low,low,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.is_restricted,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.iuc_cond,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.label,string:1,0.001362,0.000000,medium,medium,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.max_level,number:1,0.001362,0.000000,low,low,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.name,string:1,0.001362,0.000000,low,medium,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.overwrite,number:1,0.001362,0.000000,low,low,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.overwrite_cond,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts,array:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[],object:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].cond,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].diff_for_max,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].dv,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].effect,object:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].effect.category,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].effect.exitCond,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].effect.exitVal,array:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].effect.exitVal.[],number:2,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].effect.ir,boolean:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].effect.limitType,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].elements,array:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].growth,array:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].growth.[],number:2,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].hit_condition,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].hits,array:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].multipliers,object:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].multipliers.dp,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].multipliers.dr,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].multipliers.hp,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].parameters,object:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].parameters.con,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].parameters.dex,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].parameters.luk,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].parameters.spr,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].parameters.str,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].parameters.wis,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].power,array:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].power.[],number:2,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].skill_type,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].sstl,null:1,0.001362,1.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].strval,array:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].strval.[],number:2,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].target_condition,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].target_type,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].type,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].value,array:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.parts.[].value.[],number:2,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.passive,null:1,0.001362,1.000000,high,low,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.sp_cost,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.target_type,string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.skill.use_count,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.style,string:734,1.000000,0.000000,high,low,adopt,識別/結合に必要。
passives.json,root.team,string:734,1.000000,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
passives.json,root.timing,string:734,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root,object:689,1.000000,0.000000,low,low,adopt,ルートエンティティ。
skills.json,root.auto_priority,number:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.card_form,string:689,1.000000,0.000000,low,medium,hold,推測: 用途はあるが仕様確認待ち。
skills.json,root.chara,string:689,1.000000,0.000000,high,low,adopt,識別/結合に必要。
skills.json,root.cond,string:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.consume_type,string:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.desc,string:689,1.000000,0.000000,low,medium,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
skills.json,root.effect,string:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.hit_count,number:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.hits,array:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.hits.[],object:571,0.148041,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.hits.[].id,number:571,0.148041,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.hits.[].power_ratio,number:571,0.148041,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.hits.[].type,string:571,0.148041,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.id,number:689,1.000000,0.000000,high,low,adopt,識別/結合に必要。
skills.json,root.image,string:689,1.000000,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
skills.json,root.in_date,string:689,1.000000,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
skills.json,root.is_adv,boolean:689,1.000000,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
skills.json,root.is_restricted,number:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.iuc_cond,string:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.label,string:689,1.000000,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
skills.json,root.max_level,number:689,1.000000,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
skills.json,root.name,string:689,1.000000,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
skills.json,root.overwrite,number:689,1.000000,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
skills.json,root.overwrite_cond,string:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts,array:689,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[],object:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].cond,string:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].diff_for_max,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].dv,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].effect,object:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].effect.category,string:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].effect.exitCond,string:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].effect.exitVal,array:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].effect.exitVal.[],number:2240,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].effect.ir,boolean:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].effect.limitType,string:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].elements,array:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].elements.[],string:309,0.346880,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].growth,array:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].growth.[],number:2170,0.962264,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].hit_condition,string:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].hits,array:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].hits.[],object:422,0.462990,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].hits.[].id,number:422,0.462990,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].hits.[].power_ratio,number:422,0.462990,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].hits.[].type,string:422,0.462990,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].multipliers,object:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].multipliers.dp,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].multipliers.dr,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].multipliers.hp,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].parameters,object:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].parameters.con,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].parameters.dex,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].parameters.luk,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].parameters.spr,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].parameters.str,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].parameters.wis,number:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].power,array:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].power.[],number:2240,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].skill_type,string:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].sstl,null:1117|array:3,1.000000,0.997321,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].sstl.[],string:3,0.004354,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval,array:1120,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[],number:2092|object:180|null:6,1.000000,0.002634,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].auto_priority,number:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].card_form,string:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].cond,string:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].consume_type,string:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].desc,string:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].effect,string:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].hit_count,number:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].hits,array:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].hits.[],object:696,0.062409,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].hits.[].id,number:696,0.062409,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].hits.[].power_ratio,number:696,0.062409,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].hits.[].type,string:696,0.062409,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].id,number:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].in_date,string:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].is_adv,boolean:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].is_restricted,number:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].is_strval,boolean:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].iuc_cond,string:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].label,string:180,0.104499,0.000000,medium,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].max_level,number:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].name,string:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].overwrite,number:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].overwrite_cond,string:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts,array:180,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[],object:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].cond,string:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].diff_for_max,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].dv,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].effect,object:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].effect.category,string:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].effect.exitCond,string:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].effect.exitVal,array:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].effect.exitVal.[],number:826,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].effect.ir,boolean:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].effect.limitType,string:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].elements,array:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].elements.[],string:192,0.072569,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].growth,array:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].growth.[],number:826,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].hit_condition,string:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].hits,array:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].hits.[],object:233,0.084180,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].hits.[].id,number:233,0.084180,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].hits.[].power_ratio,number:233,0.084180,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].hits.[].type,string:233,0.084180,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].multipliers,object:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].multipliers.dp,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].multipliers.dr,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].multipliers.hp,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].parameters,object:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].parameters.con,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].parameters.dex,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].parameters.luk,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].parameters.spr,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].parameters.str,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].parameters.wis,number:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].power,array:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].power.[],number:826,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].skill_type,string:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].sstl,null:413,0.104499,1.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval,array:413,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].strval.[],number:824|object:2,0.104499,0.000000,low,high,adopt,戦闘計算に直接関与。
skills.json,root.parts.[].strval.[].parts.[].strval.[].auto_priority,number:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].card_form,string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].cond,string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].consume_type,string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].desc,string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].effect,string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].hit_count,number:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].hits,array:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].hits.[],object:10,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].hits.[].id,number:10,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].hits.[].power_ratio,number:10,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].hits.[].type,string:10,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].id,number:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].in_date,string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].is_adv,boolean:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].is_restricted,number:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].is_strval,boolean:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].iuc_cond,string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].label,string:2,0.001451,0.000000,medium,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].max_level,number:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].name,string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].overwrite,number:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].overwrite_cond,string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts,array:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[],object:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].cond,string:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].diff_for_max,number:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].dv,number:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].effect,object:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].effect.category,string:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].effect.exitCond,string:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].effect.exitVal,array:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].effect.exitVal.[],number:6,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].effect.ir,boolean:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].effect.limitType,string:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].elements,array:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].elements.[],string:2,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
skills.json,root.parts.[].strval.[].parts.[].strval.[].parts.[].growth,array:3,0.001451,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
